,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
446,Justin Bieber,Love Yourself,3WXpFjzwWHzQLkogje4rY0,8,0.759,0.401,4,-8.999,1,0.259,0.86,0.0,0.299,0.576,100.126,232627,4
447,Egghead.,Rookie Year - Remastered 2022,0qGEBxN2Lymfwtxw2nUwGK,2,0.306,0.95,2,-5.897,1,0.0382,0.00068,0.0998,0.244,0.747,88.491,89733,4
448,Justin Bieber,Flatline,6emg8TShcleYxLG5gdAFxm,9,0.341,0.666,4,-5.733,0,0.0653,0.482,0.0,0.194,0.36,121.677,219347,4
449,Blu Music,New year 2022 beat,3VtDWQeEAnahPezPy9Kh5d,0,0.766,0.432,6,-13.522,0,0.106,0.264,0.852,0.096,0.392,129.947,177397,1
450,Justin Bieber,Friends,1nE4FfRbgoqVeLh4IFnvVs,6,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979,189467,4
451,Uttam Kumar Mondal,Happy New Year 2022,6QY5oOHduTJ0f4dSrMYYNO,1,0.672,0.97,11,-2.214,0,0.129,0.0432,0.0,0.282,0.783,151.016,317127,4
452,Justin Bieber,Mistletoe,4OvM4EIY0fdntGqHvo0gjD,4,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,183067,4
453,Bapi,New Year Masti 2022,40t4mSM4jSM2kINGypyjvn,0,0.803,0.892,6,-10.94,0,0.0772,0.0507,0.503,0.102,0.904,119.973,192057,4
454,Justin Bieber,Anyone,4yER5rerzaCiNjE8sduhqN,0,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,4
455,Nemar Bhati,Happy New Year 2022,3VjFMQklkiDeuAsO9xZBU7,0,0.726,0.334,8,-10.562,1,0.0432,0.672,0.0,0.0773,0.15,124.068,60292,4
456,Justin Bieber,Silent Night,2mayd5dVzsKeNIHPVMcVJS,0,0.263,0.0346,3,-18.395,1,0.0409,0.958,0.0,0.115,0.171,80.273,169427,4
457,HipHopCredit,2022 Year of Investors,3Eleyo3GvnnKQ8n754lcKY,0,0.668,0.681,11,-7.956,0,0.332,0.187,0.0,0.376,0.592,139.983,199808,4
458,Justin Bieber,Sorry,3UW2OsOWS92DdE2TdFahIj,1,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,200787,4
459,Deejay Sandy,2022 New Year Countdown,1upK67kXLAIhZkoDyjDlz1,0,0.767,0.721,0,-6.796,1,0.128,0.00354,0.411,0.112,0.155,128.001,196911,4
460,Justin Bieber,Intentions,0LuFNef1l3nqgqlVVZb4bK,0,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011,212869,4
461,Pintu Meena Pagal,Happy New year 2022,1pAOTKQFUQIjBR60feKtjA,0,0.622,0.968,6,-3.825,0,0.0867,0.0944,2.04e-05,0.217,0.447,127.886,665078,4
462,Alessandro Pintucci,2022 Happy New Year,2kscVFXigP695dCNBOtaOw,0,0.367,0.0811,8,-24.093,1,0.0513,0.435,0.902,0.0983,0.302,79.59,94581,3
463,Justin Bieber,Habitual,4Sf3CWRTBy212kOPjOgYJh,0,0.761,0.443,4,-6.625,1,0.0448,0.525,1.83e-05,0.0751,0.626,138.995,168200,4
464,Raju Bassi,Happy New Year 2022,3IerlCd1GzTJeP33x6IvsL,0,0.7,0.994,1,-3.862,1,0.0798,0.31,1.38e-06,0.32,0.424,130.053,678845,4
465,Justin Bieber,As I Am,7Jltm3mfdV4GLMCijQbbaN,3,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,174406,4
466,Asheem Mangoli,Happy New Year 2022,5QD5ENdP1kBrUBuxc3WWwV,0,0.73,0.885,7,-6.413,1,0.049,0.312,2.27e-05,0.055,0.705,119.84,124042,4
467,Justin Bieber,Ghost,3uX2XxVjxsEj1gIaqkKaqj,3,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4
468,Chhotu Ojha,Happy New Year 2022,7p5vKzhof416ceE2K4CqKA,0,0.412,0.992,8,-0.726,0,0.338,0.0355,0.0,0.239,0.663,72.448,210260,4
469,Justin Bieber,Baby,4gkSKffKNImF3yFLwWUD4C,0,0.731,0.842,5,-5.358,0,0.113,0.0457,0.0,0.0988,0.473,65.027,216613,4
470,Gym Workout Downtown,2022 New Year Music,3mrTlnY73J5tUl5QvBjvxX,0,0.546,0.522,5,-13.405,0,0.0326,0.000102,0.903,0.365,0.675,142.019,166500,4
471,Shyam Kr Nag,Happy New Year 2022,1aYprhB3o0SsMcH4HzXqvW,0,0.575,0.898,7,-4.746,1,0.122,0.186,0.0,0.155,0.916,107.075,284454,3
472,OverLine,iDance 2022 (10 Years),4H6Pmpm3ixCFRNifTDCMrl,2,0.542,0.954,9,-2.261,0,0.036,0.0218,0.401,0.626,0.27,129.963,203116,4
473,Justin Bieber,Intentions - Acoustic,2Hkuaknwhole6gI3iSEWJv,3,0.715,0.411,9,-6.657,1,0.0337,0.594,0.0,0.0903,0.799,73.994,160612,4
474,Justin Bieber,What Do You Mean?,0XoF9HnF56ym0bwW6D2s8J,3,0.832,0.631,5,-6.19,0,0.0736,0.585,0.000892,0.0838,0.836,125.038,208543,4
475,Jack Bossa,New Year 2021/2022,7MmmLeBY8t6TEJALBHGiaX,0,0.571,0.408,2,-9.633,1,0.0365,0.727,0.00222,0.237,0.643,136.283,232864,4
476,Justin Bieber,At Least For Now,2WS09rmFHhFOw6Sudqv87i,1,0.494,0.304,9,-9.876,1,0.0328,0.683,0.0,0.187,0.291,110.754,149653,4
477,SHKODIN,Happy New Year 2022,3gPhlfzWkPAEALgG9mjSiN,0,0.874,0.765,10,-6.514,0,0.28,0.566,0.0,0.0651,0.65,95.955,153000,4
478,David Blangstrup,New Year's Day 2022,6P6rbUuohixVnsIOmJoFhb,0,0.59,0.752,0,-7.922,1,0.0372,0.166,3.2e-05,0.178,0.482,109.94,161455,4
479,Ckv,Happy New Year 2022,13xOeEkOV2m7RB4WRnwD9X,0,0.7,0.314,5,-15.73,1,0.314,0.553,1.33e-05,0.0995,0.821,179.906,118129,4
480,Mr Gurudatta,Happy New Year 2022,3bJzNkmMVfeAR6d8fYZscM,0,0.645,0.862,10,-4.048,0,0.0405,0.313,1.57e-05,0.0953,0.87,80.971,310391,4
481,Blu Music,New year 2022 beats,5ecFuz0JicEE8uZgb8LZXp,0,0.616,0.254,7,-12.248,1,0.765,0.0631,0.00233,0.114,0.581,173.076,156061,5
482,milet,Ordinary days,3RmXzfrmc77FqDaIgxA2me,57,0.686,0.608,6,-5.766,1,0.03,0.151,0.0,0.134,0.315,98.987,270787,4
483,Dinesh Lalpura,happy new year 2022,0uTuKFAYFJNBZHw4Xfeesq,0,0.692,0.999,9,-4.581,0,0.086,0.0675,3.56e-05,0.286,0.666,135.056,606799,4
484,iri,STARLIGHT,1jN4iYlI3s1EVDnzhHL1LT,56,0.627,0.806,11,-6.413,1,0.16,0.049,2.26e-05,0.284,0.839,172.024,187558,4
485,Freddy Fri,2022 New Year Motivation,5kDOpWgJbETHwAe0V4cEAm,0,0.449,0.633,5,-5.045,0,0.394,0.58,0.0,0.112,0.17,86.997,302310,1
486,Jack Harlow,First Class,1rDQ4oMwGJI7B4tovsBOxc,92,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,173948,4
487,Vishal Rocky,Happy New Year 2022,1KgrAZwlNOAvVlbvAdfpmJ,0,0.684,0.996,10,0.03,0,0.0819,0.26,0.0,0.763,0.772,130.049,208614,4
488,IVE,ROYAL,0LMdtBOxbVgrYoA4n0Vwvv,68,0.796,0.85,1,-2.987,1,0.102,0.0905,3.39e-06,0.205,0.47,109.922,206227,4
489,Cameo Bobo,2022 Is My Year,1ES3J2FMTC0l16BKqcyYMb,0,0.788,0.755,0,-10.664,1,0.0931,0.00617,0.053,0.296,0.966,150.01,153652,4
490,¥ellow Bucks,GIOTF (feat. JP THE WAVY),11HUvojdq0GOZAHyxKzfZ0,55,0.866,0.809,6,-3.443,1,0.214,0.162,0.0,0.0688,0.939,167.975,163190,4
491,Maria Marachowska,Years 8.04.2022 - Live,6baQSIXZupWLpW9NCpa8aY,0,0.563,0.437,7,-14.587,1,0.0307,0.918,0.336,0.0808,0.294,135.021,213359,4
492,Trxll Da KiD,2022(New Year New Me),2FQSKN5CL2Lbr4Ug1Ek6tD,0,0.548,0.655,1,-8.099,1,0.419,0.234,0.0,0.125,0.55,70.569,191463,4
493,Future,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,91,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4
494,Paul R. Cuddle,HAPPY NEW YEAR SONG 2022,5dt5N8io9CXsIXHsgfdBE9,0,0.721,0.496,4,-8.743,0,0.036,0.479,0.936,0.0705,0.549,120.014,280000,4
495,BIGBANG,Still Life,4ba6mmxFtg8kRyqQ4PaAi4,55,0.684,0.567,8,-4.641,1,0.0336,0.432,0.0,0.0628,0.222,118.024,188369,4
496,Santosh Chadi,Happy New Year Song 2022,4PGzxyOFPg2pwJFJrWpGpq,0,0.787,0.947,5,-2.679,0,0.194,0.322,0.0,0.343,0.792,100.262,378661,4
497,ENHYPEN,Future Perfect (Pass the MIC),6PRy17C5LiiN7VCLS6IA98,74,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,180750,4
498,Crook,"2022 New Year, Same Us",6r95i99qFSOQId4rsnUg1H,1,0.541,0.338,2,-15.645,0,0.139,0.692,0.000477,0.201,0.493,136.833,102853,3
499,femme fatale,だいしきゅーだいしゅき,0TQpPhA1OBrVGIfaKShRrx,55,0.58,0.99,1,-0.444,1,0.0426,0.00559,0.000247,0.0683,0.835,95.025,210316,4
500,BigDawgLuce,First Day Out Year 2022,78cig3zwD5hDxcJKcF6a9G,0,0.79,0.49,1,-12.895,1,0.403,0.168,0.0,0.126,0.464,130.077,129335,3
501,j-hope,MORE,4XKXphKH76W4zNpkgFS5o2,87,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,180022,4
502,New Years Party Buddha Dj Café,2022 New Year Music Mix,3Yhg7lDsj9wKQIpizVSGa7,0,0.801,0.458,10,-13.849,0,0.0788,0.243,0.922,0.0906,0.783,100.0,176000,4
503,Aimer,朝が来る,6Mq4q5OIMO25vBsKpFdlnH,60,0.335,0.92,1,-4.086,1,0.0986,0.00118,0.0,0.354,0.246,83.117,294933,4
504,Splinter,After Five Years - 2022 Remaster,6O0xaPL0VwkX7nDvl32SdC,1,0.617,0.477,2,-8.433,1,0.0314,0.466,0.641,0.117,0.571,124.29,189133,4
505,imase,逃避行,0iotyDF6RF5klVLztERO5Z,57,0.926,0.383,5,-7.729,1,0.0776,0.812,0.00238,0.254,0.39,134.076,191689,4
506,LXVE,2022 new year new me,6Q6w3BogwYxmuihd6Bn90Y,0,0.65,0.81,8,-6.734,1,0.0632,0.276,1.4e-06,0.156,0.913,119.984,157198,4
507,Post Malone,I Like You (A Happier Song),5lqlCguDpW8cKWLHks0x6l,11,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
508,Holocron Music,Happy New Year 2022 (Fireworks),3DtnExfxTbQp0J6hJx0DzV,0,0.599,0.811,11,-4.329,1,0.0624,0.41,3.36e-06,0.217,0.88,96.39,253492,4
509,Rays Aero,"2022 New Year, Pt. II",0MfvLaXmlCdPHljRohkV4V,0,0.708,0.476,0,-7.824,1,0.195,0.362,0.69,0.342,0.605,130.147,89493,4
510,Post Malone,One Right Now,0cm5hNVrFFrH4DhG6yC1rN,8,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,193507,4
511,Kushiram mandawra,New year 2022 sonu badolas,1JYPdId8v9Nm8h9LRnTUvM,0,0.697,0.939,8,-2.471,1,0.0772,0.243,5.2e-05,0.325,0.781,90.251,610064,4
512,Ankit Yadav Azamgarh,Happy New Year 2022 - Bhojpuri,2lhjXoV4GWPIP0JrjbxDrB,0,0.564,0.982,10,-2.849,0,0.124,0.538,6.54e-06,0.437,0.84,139.952,198075,4
513,SeaOhDeeWhy,2022 WILL BE MY YEAR :),7D8u0a09CqFqk2yNYotL3V,0,0.715,0.759,11,-4.54,0,0.269,0.00353,0.00183,0.554,0.749,104.987,83125,4
514,Sundhed Dj,For the New Year 2022,7hIDRm6MT8KeFs6SWD4Liu,0,0.743,0.415,6,-11.839,1,0.3,0.0818,0.92,0.254,0.891,142.0,171500,4
515,Dan Barker,1 Year - 2022 Remastered Version,1iK1tDGMWFk8i8bhGMlKaW,0,0.686,0.516,0,-7.834,1,0.318,0.00862,4.03e-05,0.138,0.569,199.924,181133,4
516,Ckv,Happy New Year 2022 - Instrumental,4QqTRs6DNWttil2dBRtvd5,0,0.675,0.448,9,-17.21,1,0.118,0.00138,0.877,0.0957,0.566,179.986,117400,4
517,Rays Aero,"2022 New Year, Re-launch",1rMinnZCaO1e4elEl9V6Ua,0,0.844,0.781,0,-7.886,1,0.9,0.463,0.0419,0.0919,0.445,130.111,64177,4
518,OverLine,iDance 2022 (10 Years) - Extended,6x8uGk6rrz4ELEyos1Y6by,0,0.322,0.932,9,-2.502,0,0.049,0.00448,0.656,0.122,0.315,130.079,261265,4
519,Sk Antu,Happy new year song 2022,2rDD4pdsGlpKEz98rFU9Uf,0,0.679,0.977,1,-0.94,1,0.237,0.101,0.596,0.375,0.686,174.963,137113,4
520,Post Malone,Cooped Up,4eAMiwgedrY1Hcy9srPg5L,0,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,185857,4
521,Rays Aero,"2022 New Year, Pt. III",2tmOvHkizQ3ASAL6lKw149,0,0.637,0.59,0,-7.256,1,0.0563,0.497,0.423,0.174,0.269,130.25,93313,4
522,SPiCYSOL,Playback,0cyepU0mCfmbvZdQMKP4El,56,0.771,0.492,6,-6.668,0,0.0873,0.0707,0.0,0.107,0.745,113.976,187607,4
523,HOT RIDE,"2022 (New Year, New Me).",6OZHi41kYoBrr84JXBRNNz,0,0.807,0.897,10,-9.523,0,0.0991,0.042,0.0,0.0736,0.965,130.003,208852,4
524,ENHYPEN,Always,6bLZ6JV1mAGz4xfS1ZwOMV,63,0.804,0.771,7,-3.836,1,0.059,0.0466,0.0,0.109,0.73,110.014,186873,4
525,Shivam Kumar Dutta,Happy New Year Song 2022,5fRczBglx7gY4SJgz50ytt,0,0.702,0.817,9,-15.637,1,0.0473,0.184,0.748,0.204,0.716,129.949,60005,4
526,音田 雅則,夜空,1rWp9c9Po0i4lAfCJYOoBh,55,0.386,0.331,8,-6.536,1,0.033,0.767,0.0,0.145,0.368,72.88,249317,4
527,Anıl ünal,NEW YEAR-Anıl Ünal 2022,2H7p2ywhY1p4esonvQ1yFY,0,0.733,0.885,1,-7.329,0,0.0548,0.0167,0.0196,0.126,0.711,132.034,183458,4
528,Ragini Shrivastav,New Year Party 2022 - Bhojpuri,4Rf4XaJpdWRhajzzU9dmhB,0,0.714,0.957,5,-5.161,0,0.304,0.0794,0.000617,0.306,0.45,124.922,229111,4
529,Ado,うっせぇわ,5QS01sq07pThdktoNUxXRZ,63,0.526,0.976,11,-1.084,0,0.0799,0.00459,0.0,0.102,0.554,178.129,206893,4
530,Meenu Muradya,Happy New Year 2022 Mubarak Jaanu,2WDoQvIzHcUV0Tw8a0baGn,0,0.703,0.953,1,-2.563,0,0.103,0.241,0.0,0.443,0.707,140.093,660059,4
531,和ぬか,進め!そっちだ!,1VIXmzlTN3HSIbwCQQaCl8,55,0.537,0.941,9,-5.341,1,0.0519,0.051,3.12e-05,0.288,0.855,170.11,194824,4
532,Golu Pathak,Dil Se Happy New Year 2022,2MRjB98tAtAfuZ9Wx5LqxT,0,0.608,0.988,10,1.526,0,0.0745,0.253,0.0,0.238,0.909,132.107,267308,4
533,しゃろう,3:03 PM,0QYUu4QgTy34j0LZ2Ei3ZK,55,0.778,0.572,11,-10.016,0,0.148,0.609,0.0179,0.0772,0.797,82.547,140000,4
534,Rea Moon ASMR,"Bright New Year 2022, Pt. D",0WKyKco1At6h4qPOetlnpt,0,0.552,0.754,1,-18.811,1,0.12,0.199,0.0,0.396,0.0342,81.623,196885,4
535,nobodyknows+,ココロオドル -original version-,4SUcD2v7iEcjMiQJTC6idd,55,0.74,0.984,4,-2.464,0,0.114,0.252,0.0,0.0366,0.899,113.035,253533,4
536,Seva Rani Singh,Happy New Year 2022 - Bhojpuri Song,3VkSat0rMSf9T7fdpviQ0j,0,0.52,0.94,8,-2.396,1,0.0992,0.355,3.18e-06,0.668,0.375,144.941,255025,4
537,Hinatazaka46,僕なんか,1pupFfrLDhOdbn1xnu3lHM,55,0.567,0.876,6,-3.293,1,0.0473,0.0549,0.0,0.124,0.667,124.97,269067,4
538,Randal Reid,2022 a Year of Devine Favor,301PQgvvk0iEJSWo0wgHeG,0,0.888,0.501,1,-9.722,1,0.152,0.0485,0.957,0.0712,0.702,89.016,258413,4
539,Kanaria,アイデンティティ,4X3L6G6KDs0jBKvfTkmKmi,58,0.735,0.765,7,-6.418,1,0.0486,0.0515,0.000105,0.269,0.51,97.472,155692,4
540,Rea Moon ASMR,"Bright New Year 2022, Pt. G",7KPyBhuICnEBUDBo2Wqj6y,0,0.614,0.798,6,-20.043,1,0.269,0.299,0.0,0.909,0.0347,65.682,379298,3
541,鈴木鈴木,春空,2vLucb5JEscur35BqOYHdN,55,0.539,0.57,7,-4.876,1,0.0453,0.628,0.0,0.339,0.459,79.974,254297,4
542,Fisk,Party Mix (In the Year 2022),25TMeThxihPdNBq8sDPwwM,0,0.742,0.775,9,-9.374,1,0.0864,0.128,0.000505,0.95,0.594,152.033,187693,4
543,The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,87,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782,4
544,Massimiliano Gusmaroli,Moonlight sonata-year 2022 (Sonata al chiaro di luna-anno 2022),2My8R4LiV526T7m8DKGYvr,0,0.128,0.204,0,-21.786,1,0.032,0.846,0.936,0.106,0.0344,82.87,392858,3
545,Penthouse,単焦点,5hSPZjxHkaMOJSPoatZrIp,54,0.704,0.799,6,-5.575,1,0.0512,0.288,0.0,0.0781,0.811,109.982,181775,4
546,NPVLOG REBORN,Drxgs Party New Year 2022 - Remix,4Vls2d3fcFF2ObqgE7ivHR,0,0.719,0.914,11,-5.047,0,0.0515,0.00198,0.292,0.355,0.688,149.981,509632,4
547,Creepy Nuts,堕天,1ndUYRPchJVNQCM7XwN7Hq,53,0.543,0.901,1,-4.8,1,0.219,0.0118,0.0,0.325,0.75,199.892,172948,4
548,Dark Fog,Another Depressing Year (2022 Remastered Version),0r5Ccz2QCeNqOji9tQSEzi,0,0.238,0.333,4,-22.701,1,0.0334,0.989,0.937,0.115,0.171,79.966,201000,3
549,HIRAIDAI,Buddy,1GlT0DZKjapYwJzRcdBh4F,55,0.786,0.482,6,-6.82,1,0.0477,0.156,0.0,0.34,0.617,89.992,174233,4
550,Mhic,"New Year - Fingers Crossed, 2022 Remix",70aY52otnnwiONSJbjCHnC,1,0.758,0.557,3,-8.469,1,0.0874,0.788,0.11,0.111,0.508,94.971,237474,4
551,NMIXX,TANK,2AtshmTKGwbtCybUmYxB4u,55,0.637,0.927,0,-4.771,1,0.212,0.0293,0.000564,0.408,0.504,179.905,168147,4
552,Krishna Thakur,Happy New Year 2022 - Bhojpuri Song,3vSmfuyc7pkJeWvI3tR0NU,0,0.543,0.996,8,-1.893,0,0.184,0.45,0.0,0.549,0.731,75.372,214753,4
553,VILLSHANA,First Love feat.natsumi,0UP2LfMahz2upMadwoqGfu,55,0.736,0.693,7,-5.231,1,0.0296,0.192,0.004,0.0846,0.766,92.014,145109,4
554,Rea Moon ASMR,"Bright New Year 2022, Pt. A",3Vzwbuj8cysAJFQVjno6KI,0,0.579,0.736,5,-18.423,0,0.39,0.262,0.0,0.377,0.0327,85.926,226351,3
555,Robin Skull,New Year Special Sounds For 2022,5Lrm1v3bOhA46DILcDEiZO,0,0.484,0.75,2,-6.949,0,0.0448,0.821,0.755,0.364,0.0667,119.952,118061,4
556,(sic)boy,living dead!!,3oamfw1nAipiBdqnnaIMHL,55,0.486,0.919,9,-2.73,1,0.0719,0.000593,2.09e-05,0.308,0.707,190.279,147158,4
557,NK Dadrwal,Happy New Year Meena Geet 2022,3JsQUcEDOAVS1qVRmqjxNC,0,0.603,0.976,1,-2.63,0,0.232,0.0398,0.000112,0.656,0.5,130.32,489888,4
558,Yuuri,Dried Flowers(English ver.),1FiHLrlIkIyZLf5CyHITqN,57,0.492,0.648,7,-4.627,1,0.0278,0.461,0.0,0.248,0.564,147.949,285680,4
559,Dear Blank,Best Year of My Life 2022,5v7T4QVghu5B1aE7JweWsR,3,0.413,0.35,8,-14.736,0,0.0694,0.56,0.345,0.0527,0.0796,91.953,638170,4
560,Marshmello,Numb,10xV5l9nhLvFpR8mqzs0bL,85,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,4
561,Rea Moon ASMR,"Bright New Year 2022, Pt. F",35Up0ju86uEHcUEIsGlSlu,0,0.624,0.827,1,-21.722,1,0.248,0.397,0.0,0.765,0.0304,104.739,299755,3
562,PinocchioP,魔法少女とチョコレゐト,77bBbeFxLNNUQK466osDRd,54,0.646,0.863,6,-7.107,0,0.0531,0.0866,0.0,0.861,0.886,150.086,187600,4
563,Raja Manohar Yadav,Jaan Bola Happy New Year 2022,6jtVrBVODzwGGUKQjmxDmt,0,0.623,1.0,7,-1.236,0,0.149,0.0311,0.0,0.576,0.39,150.007,184181,4
564,Macaroni Empitsu,ハッピーエンドへの期待は,10y76UPiv2GXaAAuGASHLf,54,0.393,0.8,4,-4.247,1,0.0968,0.0346,0.0,0.219,0.496,148.182,212570,4
565,Rea Moon ASMR,"Bright New Year 2022, Pt. C",5VZHEskhvomnI6nmgKCH5u,0,0.439,0.556,7,-25.168,1,0.22,0.283,0.0,0.449,0.03,63.495,199210,3
566,PEOPLE 1,YOUNG TOWN,5FjI7MuKuPUQD6PPntmD3m,55,0.743,0.814,9,-3.805,1,0.0638,0.00158,0.000105,0.162,0.959,119.944,170327,4
567,Swapan Biswas,Happy New Year Song 2022 - Original,4QlehRlxjcp1064QEZArSj,0,0.579,0.965,7,-4.062,0,0.119,0.00355,0.0,0.348,0.586,141.926,264359,4
568,Doja Cat,Boss Bitch,5woqmxKf5MpfrznYGBneNF,4,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.203,0.575,125.993,134240,4
569,Rea Moon ASMR,"Bright New Year 2022, Pt. E",4Ivq2AF4Re1IbHV68bCEJU,0,0.576,0.763,1,-21.663,1,0.143,0.257,0.0,0.69,0.032,100.715,186567,3
570,Trey Podwoski,Love 2022 (Make This Year Count),7AddPNOoeRHFI7ScgYEB8x,0,0.814,0.0637,0,-21.72,1,0.0728,0.955,0.96,0.104,0.274,169.988,140085,4
571,Edmel,Happy new year 2022 (tik-tok),1xDf3KcfmjXFrXKYH66EB4,0,0.797,0.852,4,-12.773,0,0.0533,0.00107,0.624,0.066,0.734,127.984,141392,4
572,The Slowest Train in the World,This Years Pimpa - 2022 Remastered Version,6flTcxWehzTU487nA8zXbq,0,0.596,0.473,0,-11.386,1,0.0972,0.0653,2.54e-05,0.711,0.812,167.428,199105,4
573,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0,0.471,0.186,0,-25.828,1,0.373,0.889,0.634,0.114,0.0405,74.431,275643,3
574,Sunil Yadav Surila,2022 New Year Huddang - Bhojpuri Song,5PDmZ0uXIDKuYPKBivevn8,0,0.522,0.976,0,-1.414,1,0.332,0.413,3.27e-05,0.402,0.623,71.727,221248,4
575,Son Sunghoon,A thousand years of love 2022,6P4qYVTDwxQurzkILLQXy8,0,0.332,0.43,2,-8.488,1,0.0355,0.678,2.23e-06,0.111,0.217,73.866,275607,4
576,Steve Roach,Year of the Horse - 2022 Remaster,4ra6tiA4wUslgcjZUHh8R6,1,0.593,0.933,7,-20.184,1,0.0461,0.21,0.64,0.108,0.52,147.995,811102,4
577,DJ X-Change,New Years Eve Ultimate Countdown 2022 - Epic DJ Tools - NYE 2022,5eTqvYyW1T1zdh15dei1lp,0,0.502,0.74,7,-5.655,0,0.435,0.636,0.0,0.505,0.413,138.803,26000,3
578,ARMPIT TERMITES,NEW YEARS MIXXX: TIME 4 2022,3Uskm1BFladbHCBqQSxbKl,4,0.43,0.86,5,-7.032,1,0.265,0.0267,0.301,0.807,0.369,179.968,600899,4
579,Rea Moon ASMR,"Bright New Year 2022, Pt. B",5HO7yRPydhLkJ1eDyAwtHY,0,0.577,0.71,1,-19.968,1,0.529,0.323,0.0,0.411,0.0296,104.987,213812,5
580,Dua Lipa,Levitating,32o0KgIZ82kx1V7SQpm226,1,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
581,Leego,The Best of Leego (New Years 2022),2vE9Ak9idpy2CBEifUxjDB,0,0.584,0.689,5,-7.541,0,0.0435,0.537,3.39e-06,0.322,0.236,84.027,142546,4
582,Dua Lipa,Don't Start Now,1Cqby5gdwLYzHMsjojpUDb,1,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
583,HOT RIDE the LEGEND,"2022 (New Year, New Me). - Radio Mix",7Ataiuapd2xueLvT4340UY,0,0.806,0.897,10,-9.524,0,0.0984,0.0416,0.0,0.0736,0.965,130.009,208852,4
584,NAYEON,NO PROBLEM (feat. Felix of Stray Kids),6eRUz27KzkmGy3s6ZMcHgt,54,0.599,0.759,6,-3.161,1,0.132,0.0464,0.0,0.146,0.886,116.469,196160,4
585,Collin Patterson,Life Moves On - Pocket Watch Year 2022,6UzGCNKjgFjKI20ZY3wd0Z,1,0.199,0.127,9,-22.16,1,0.0406,0.973,0.74,0.101,0.154,173.337,243715,4
586,Dua Lipa,Physical,3oEbe7QVAPcN5JUUuJYxil,7,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
587,Rajesh kothali,New year 2022 hit song sad song,1cgKxgJNK87djV3pc0FnfH,0,0.72,0.991,9,-3.903,0,0.0578,0.164,2.38e-05,0.113,0.935,123.23,1014991,4
588,Dua Lipa,Pretty Please,573QNKXHhtgSf0cZcQ6sMJ,8,0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,194607,4
589,Vito von Gert,Happy New Year 2022 - Continuous Dj Mix,3Vfg2j3uO0yp9fSJdEyJZk,0,0.491,0.981,6,-5.894,0,0.0537,0.000278,0.797,0.0425,0.161,138.009,4585105,4
590,Dua Lipa,Fever - Feder Remix,7A86NW41Wxe7pZqx24FWET,2,0.811,0.619,6,-7.216,0,0.144,0.0313,0.00105,0.0939,0.653,115.007,183652,4
591,Antra Singh Priyanka,Le Liya 2022 Me Happy New Year,2iQQKRWEtf0TyiwMnw4FpB,0,0.679,0.947,11,-2.564,1,0.0853,0.412,5.68e-06,0.381,0.811,124.97,188175,4
592,Dua Lipa,Love Again,18YIXvRqBjAXcHMfk9w7kJ,3,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
593,Risketz,Dreams (1 Year Mix) - 2022 Remastered Version,2tmw5cWWtYAdT0DqikG7Yo,0,0.675,0.373,2,-11.947,1,0.0351,0.831,0.821,0.178,0.638,120.01,170551,4
